trimestre,iedi_mean,positividade,negatividade
4T24,5.723496762257169,16.762257169287697,18.79740980573543
1T25,5.6338513962765955,13.846409574468085,17.71941489361702
2T25,5.270366433216609,14.507253626813407,29.927463731865934
3T25,5.6213028764805415,16.34517766497462,18.087986463620982
